Origen;Destino
"NADPH [CPD:C00005];";EC:1.1.1.100
H+ [CPD:C00080];EC:1.1.1.100
EC:1.3.1.9 1.3.1.10;"acyl-[acyl-carrier protein] [CPD:C00173];"
EC:1.3.1.9 1.3.1.10;NAD+ [CPD:C00003]
"trans-2,3-dehydroacyl-[acyl-carrier protein] [CPD:C00693];";EC:1.3.1.9 1.3.1.10
"NADH [CPD:C00004];";EC:1.3.1.9 1.3.1.10
H+ [CPD:C00080];EC:1.3.1.9 1.3.1.10
EC:2.3.1.41;"acyl-[acyl-carrier protein] [CPD:C00173];"
EC:2.3.1.41;malonyl-[acyl-carrier protein] [CPD:C01209]
"3-oxoacyl-[acyl-carrier protein] [CPD:C00685];";EC:2.3.1.41
"CO2 [CPD:C00011];";EC:2.3.1.41
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.41
EC:2.3.1.179;"(Z)-hexadec-11-enoyl-[acyl-carrier protein];"
EC:2.3.1.179;malonyl-[acyl-carrier protein] [CPD:C01209]
"(Z)-3-oxooctadec-13-enoyl-[acyl-carrier protein];";EC:2.3.1.179
"CO2 [CPD:C00011];";EC:2.3.1.179
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.179
EC:4.2.1.59;(3R)-3-hydroxyacyl-[acyl-carrier protein] [CPD:C01271]
"trans-2-enoyl-[acyl-carrier protein] [CPD:C00693];";EC:4.2.1.59
H2O [CPD:C00001];EC:4.2.1.59
EC:2.3.1.180;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.180;malonyl-[acyl-carrier protein] [CPD:C01209]
"acetoacetyl-[acyl-carrier protein] [CPD:C05744];";EC:2.3.1.180
"CoA [CPD:C00010];";EC:2.3.1.180
CO2 [CPD:C00011];EC:2.3.1.180
EC:2.3.1.9;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.9;"[acetyl-CoA C-acetyltransferase]-L-cysteine;"
EC:2.3.1.9;[acetyl-CoA C-acetyltransferase]-S-acetyl-L-cysteine
"CoA [CPD:C00010];";EC:2.3.1.9
"acetoacetyl-CoA [CPD:C00332];";EC:2.3.1.9
"[acetyl-CoA C-acetyltransferase]-S-acetyl-L-cysteine;";EC:2.3.1.9
[acetyl-CoA C-acetyltransferase]-L-cysteine;EC:2.3.1.9
EC:1.1.1.35 4.2.1.17 5.1.2.3;"(S)-3-hydroxyacyl-CoA [CPD:C00640];"
EC:1.1.1.35 4.2.1.17 5.1.2.3;NAD+ [CPD:C00003]
"3-oxoacyl-CoA [CPD:C00264];";EC:1.1.1.35 4.2.1.17 5.1.2.3
"NADH [CPD:C00004];";EC:1.1.1.35 4.2.1.17 5.1.2.3
H+ [CPD:C00080];EC:1.1.1.35 4.2.1.17 5.1.2.3
EC:4.2.1.17;(3S)-3-hydroxyacyl-CoA [CPD:C00640]
"trans-2-enoyl-CoA [CPD:C00658];";EC:4.2.1.17
"trans-3-enoyl-CoA [CPD:C05067];";EC:4.2.1.17
H2O [CPD:C00001];EC:4.2.1.17
EC:2.3.1.16;"acyl-CoA [CPD:C00040];"
EC:2.3.1.16;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.16;"[acetyl-CoA C-acyltransferase]-S-acyl-L-cysteine;"
EC:2.3.1.16;[acetyl-CoA C-acyltransferase]-L-cysteine
"CoA [CPD:C00010];";EC:2.3.1.16
"3-oxoacyl-CoA [CPD:C00264];";EC:2.3.1.16
"[acetyl-CoA C-acyltransferase]-L-cysteine;";EC:2.3.1.16
[acetyl-CoA C-acyltransferase]-S-acyl-L-cysteine;EC:2.3.1.16
EC:4.1.3.40;chorismate [CPD:C00251]
"4-hydroxybenzoate [CPD:C00156];";EC:4.1.3.40
pyruvate [CPD:C00022];EC:4.1.3.40
EC:5.4.4.2;chorismate [CPD:C00251]
isochorismate [CPD:C00885];EC:5.4.4.2
EC:2.2.1.9;"isochorismate [CPD:C00885];"
EC:2.2.1.9;2-oxoglutarate [CPD:C00026]
"5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate;";EC:2.2.1.9
CO2 [CPD:C00011];EC:2.2.1.9
EC:4.2.99.20;5-enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate [CPD:C16519]
"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate [CPD:C05817];";EC:4.2.99.20
pyruvate [CPD:C00022];EC:4.2.99.20
EC:4.2.1.113;(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate [CPD:C05817]
"2-succinylbenzoate [CPD:C02730];";EC:4.2.1.113
H2O [CPD:C00001];EC:4.2.1.113
EC:6.2.1.26;"ATP [CPD:C00002];"
EC:6.2.1.26;"2-succinylbenzoate [CPD:C02730];"
EC:6.2.1.26;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.26
"diphosphate [CPD:C00013];";EC:6.2.1.26
4-(2-carboxyphenyl)-4-oxobutanoyl-CoA [CPD:C03160];EC:6.2.1.26
EC:4.1.3.36;4-(2-carboxyphenyl)-4-oxobutanoyl-CoA [CPD:C03160]
"1,4-dihydroxy-2-naphthoyl-CoA [CPD:C15547];";EC:4.1.3.36
H2O [CPD:C00001];EC:4.1.3.36
EC:2.5.1.129;"dimethylallyl phosphate [CPD:C21214];"
EC:2.5.1.129;FMNH2 [CPD:C01847]
"prenylated FMNH2 [CPD:C21215];";EC:2.5.1.129
phosphate [CPD:C00009];EC:2.5.1.129
EC:1.14.13.240;"2-(all-trans-polyprenyl)phenol [CPD:C05807];"
EC:1.14.13.240;"NADPH [CPD:C00005];"
EC:1.14.13.240;"H+ [CPD:C00080];"
EC:1.14.13.240;O2 [CPD:C00007]
"3-(all-trans-polyprenyl)benzene-1,2-diol [CPD:C17551];";EC:1.14.13.240
"NADP+ [CPD:C00006];";EC:1.14.13.240
H2O [CPD:C00001];EC:1.14.13.240
EC:2.1.1.222 2.1.1.64;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.222 2.1.1.64;3-(all-trans-polyprenyl)benzene-1,2-diol [CPD:C17551]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.222 2.1.1.64
2-methoxy-6-(all-trans-polyprenyl)phenol;EC:2.1.1.222 2.1.1.64
EC:3.1.2.28;"1,4-dihydroxy-2-naphthoyl-CoA [CPD:C15547];"
EC:3.1.2.28;H2O [CPD:C00001]
"1,4-dihydroxy-2-naphthoate [CPD:C03657];";EC:3.1.2.28
CoA [CPD:C00010];EC:3.1.2.28
EC:2.5.1.39;"polyprenyl diphosphate [CPD:C05847];"
EC:2.5.1.39;4-hydroxybenzoate [CPD:C00156]
"diphosphate [CPD:C00013];";EC:2.5.1.39
4-hydroxy-3-polyprenylbenzoate [CPD:C05848];EC:2.5.1.39
EC:2.1.1.163 2.1.1.201;"demethylmenaquinol [CPD:C19847];"
EC:2.1.1.163 2.1.1.201;S-adenosyl-L-methionine [CPD:C00019]
"menaquinol [CPD:C05819];";EC:2.1.1.163 2.1.1.201
S-adenosyl-L-homocysteine [CPD:C00021];EC:2.1.1.163 2.1.1.201
EC:1.14.99.60;"6-methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol [CPD:C19859];"
EC:1.14.99.60;"reduced acceptor [CPD:C00030];"
EC:1.14.99.60;O2 [CPD:C00007]
"3-demethylubiquinol [CPD:C21860];";EC:1.14.99.60
"acceptor [CPD:C00028];";EC:1.14.99.60
H2O [CPD:C00001];EC:1.14.99.60
EC:2.5.1.74;"all-trans-polyprenyl diphosphate [CPD:C05847];"
EC:2.5.1.74;1,4-dihydroxy-2-naphthoate [CPD:C03657]
"demethylmenaquinol [CPD:C19847];";EC:2.5.1.74
"diphosphate [CPD:C00013];";EC:2.5.1.74
CO2 [CPD:C00011];EC:2.5.1.74
EC:1.6.5.2;"NADH [CPD:C00004];"
EC:1.6.5.2;"NADPH [CPD:C00005];"
EC:1.6.5.2;"H+ [CPD:C00080];"
EC:1.6.5.2;quinone [CPD:C15602]
"NAD+ [CPD:C00003];";EC:1.6.5.2
"NADP+ [CPD:C00006];";EC:1.6.5.2
hydroquinone [CPD:C15603];EC:1.6.5.2
EC:3.6.1.1;"diphosphate [CPD:C00013];"
EC:3.6.1.1;H2O [CPD:C00001]
phosphate [CPD:C00009];EC:3.6.1.1
EC:2.7.4.1;"ATP [CPD:C00002];"
EC:2.7.4.1;(phosphate)n [CPD:C00404]
"ADP [CPD:C00008];";EC:2.7.4.1
(phosphate)n+1 [CPD:C00404];EC:2.7.4.1
EC:3.5.1.2;"L-glutamine [CPD:C00064];"
EC:3.5.1.2;H2O [CPD:C00001]
"L-glutamate [CPD:C00025];";EC:3.5.1.2
NH3 [CPD:C00014];EC:3.5.1.2
EC:2.7.2.2;"ATP [CPD:C00002];"
EC:2.7.2.2;"NH3 [CPD:C00014];"
EC:2.7.2.2;"hydrogencarbonate [CPD:C00288];"
EC:2.7.2.2;carbamate [CPD:C01563]
"ADP [CPD:C00008];";EC:2.7.2.2
"carbamoyl phosphate [CPD:C00169];";EC:2.7.2.2
"H2O [CPD:C00001];";EC:2.7.2.2
carbamate [CPD:C01563];EC:2.7.2.2
EC:1.4.1.4;"L-glutamate [CPD:C00025];"
EC:1.4.1.4;"H2O [CPD:C00001];"
EC:1.4.1.4;NADP+ [CPD:C00006]
"2-oxoglutarate [CPD:C00026];";EC:1.4.1.4
"NH3 [CPD:C00014];";EC:1.4.1.4
"NADPH [CPD:C00005];";EC:1.4.1.4
H+ [CPD:C00080];EC:1.4.1.4
EC:6.3.1.2;"ATP [CPD:C00002];"
EC:6.3.1.2;"L-glutamate [CPD:C00025];"
EC:6.3.1.2;NH3 [CPD:C00014]
"ADP [CPD:C00008];";EC:6.3.1.2
"phosphate [CPD:C00009];";EC:6.3.1.2
L-glutamine [CPD:C00064];EC:6.3.1.2
EC:2.6.1.1;"L-aspartate [CPD:C00049];"
EC:2.6.1.1;2-oxoglutarate [CPD:C00026]
"oxaloacetate [CPD:C00036];";EC:2.6.1.1
L-glutamate [CPD:C00025];EC:2.6.1.1
EC:2.3.1.1;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.1;L-glutamate [CPD:C00025]
"CoA [CPD:C00010];";EC:2.3.1.1
N-acetyl-L-glutamate [CPD:C00624];EC:2.3.1.1
EC:2.6.1.66 2.6.1.2;"L-valine [CPD:C00183];"
EC:2.6.1.66 2.6.1.2;pyruvate [CPD:C00022]
"3-methyl-2-oxobutanoate [CPD:C00141];";EC:2.6.1.66 2.6.1.2
L-alanine [CPD:C00041];EC:2.6.1.66 2.6.1.2
EC:2.7.2.8;"ATP [CPD:C00002];"
EC:2.7.2.8;N-acetyl-L-glutamate [CPD:C00624]
"ADP [CPD:C00008];";EC:2.7.2.8
N-acetyl-L-glutamyl 5-phosphate [CPD:C04133];EC:2.7.2.8
EC:1.2.1.38;"N-acetyl-L-glutamate 5-semialdehyde [CPD:C01250];"
EC:1.2.1.38;"NADP+ [CPD:C00006];"
EC:1.2.1.38;phosphate [CPD:C00009]
"N-acetyl-L-glutamyl 5-phosphate [CPD:C04133];";EC:1.2.1.38
"NADPH [CPD:C00005];";EC:1.2.1.38
H+ [CPD:C00080];EC:1.2.1.38
EC:2.6.1.11 2.6.1.17;"N2-acetyl-L-ornithine [CPD:C00437];"
EC:2.6.1.11 2.6.1.17;2-oxoglutarate [CPD:C00026]
"N-acetyl-L-glutamate 5-semialdehyde [CPD:C01250];";EC:2.6.1.11 2.6.1.17
L-glutamate [CPD:C00025];EC:2.6.1.11 2.6.1.17
EC:3.5.1.16;"N2-acetyl-L-ornithine [CPD:C00437];"
EC:3.5.1.16;H2O [CPD:C00001]
"acetate [CPD:C00033];";EC:3.5.1.16
L-ornithine [CPD:C00077];EC:3.5.1.16
EC:2.1.3.3;"carbamoyl phosphate [CPD:C00169];"
EC:2.1.3.3;L-ornithine [CPD:C00077]
"phosphate [CPD:C00009];";EC:2.1.3.3
L-citrulline [CPD:C00327];EC:2.1.3.3
EC:6.3.4.5;"ATP [CPD:C00002];"
EC:6.3.4.5;"L-citrulline [CPD:C00327];"
EC:6.3.4.5;L-aspartate [CPD:C00049]
"AMP [CPD:C00020];";EC:6.3.4.5
"diphosphate [CPD:C00013];";EC:6.3.4.5
2-(Nomega-L-arginino)succinate [CPD:C03406];EC:6.3.4.5
EC:4.3.2.1;2-(Nomega-L-arginino)succinate [CPD:C03406]
"fumarate [CPD:C00122];";EC:4.3.2.1
L-arginine [CPD:C00062];EC:4.3.2.1
EC:3.6.1.13;"ADP-D-ribose [CPD:C00301];"
EC:3.6.1.13;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:3.6.1.13
D-ribose 5-phosphate [CPD:C00117];EC:3.6.1.13
EC:2.4.2.14;"5-phospho-beta-D-ribosylamine [CPD:C03090];"
EC:2.4.2.14;"diphosphate [CPD:C00013];"
EC:2.4.2.14;L-glutamate [CPD:C00025]
"L-glutamine [CPD:C00064];";EC:2.4.2.14
"5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];";EC:2.4.2.14
H2O [CPD:C00001];EC:2.4.2.14
EC:6.3.4.13;"ATP [CPD:C00002];"
EC:6.3.4.13;"5-phospho-D-ribosylamine [CPD:C03090];"
EC:6.3.4.13;glycine [CPD:C00037]
"ADP [CPD:C00008];";EC:6.3.4.13
"phosphate [CPD:C00009];";EC:6.3.4.13
N1-(5-phospho-D-ribosyl)glycinamide [CPD:C03838];EC:6.3.4.13
EC:2.1.2.2;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.2;N1-(5-phospho-D-ribosyl)glycinamide [CPD:C03838]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.2
N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide [CPD:C04376];EC:2.1.2.2
EC:6.3.5.3;"ATP [CPD:C00002];"
EC:6.3.5.3;"N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide [CPD:C04376];"
EC:6.3.5.3;"L-glutamine [CPD:C00064];"
EC:6.3.5.3;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:6.3.5.3
"phosphate [CPD:C00009];";EC:6.3.5.3
"2-(formamido)-N1-(5-phospho-D-ribosyl)acetamidine [CPD:C04640];";EC:6.3.5.3
L-glutamate [CPD:C00025];EC:6.3.5.3
EC:6.3.3.1;"ATP [CPD:C00002];"
EC:6.3.3.1;2-(formamido)-N1-(5-phospho-D-ribosyl)acetamidine [CPD:C04640]
"ADP [CPD:C00008];";EC:6.3.3.1
"phosphate [CPD:C00009];";EC:6.3.3.1
5-amino-1-(5-phospho-D-ribosyl)imidazole [CPD:C03373];EC:6.3.3.1
EC:6.3.2.6;"ATP [CPD:C00002];"
EC:6.3.2.6;"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate [CPD:C04751];"
EC:6.3.2.6;L-aspartate [CPD:C00049]
"ADP [CPD:C00008];";EC:6.3.2.6
"phosphate [CPD:C00009];";EC:6.3.2.6
(S)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [CPD:C04823];EC:6.3.2.6
EC:4.3.2.2;"N6-(1,2-dicarboxyethyl)AMP [CPD:C03794];"
EC:4.3.2.2;(S)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [CPD:C04823]
"fumarate [CPD:C00122];";EC:4.3.2.2
"AMP [CPD:C00020];";EC:4.3.2.2
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [CPD:C04677];EC:4.3.2.2
EC:2.4.2.7;"AMP [CPD:C00020];"
EC:2.4.2.7;diphosphate [CPD:C00013]
"adenine [CPD:C00147];";EC:2.4.2.7
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.7
EC:2.1.2.3 3.5.4.10;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.3 3.5.4.10;5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [CPD:C04677]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.3 3.5.4.10
5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [CPD:C04734];EC:2.1.2.3 3.5.4.10
EC:2.7.7.4;"ATP [CPD:C00002];"
EC:2.7.7.4;sulfate [CPD:C00059]
"diphosphate [CPD:C00013];";EC:2.7.7.4
adenylyl sulfate [CPD:C00224];EC:2.7.7.4
EC:2.7.1.25;"ATP [CPD:C00002];"
EC:2.7.1.25;adenylyl sulfate [CPD:C00224]
"ADP [CPD:C00008];";EC:2.7.1.25
3'-phosphoadenylyl sulfate [CPD:C00053];EC:2.7.1.25
EC:6.3.4.4;"GTP [CPD:C00044];"
EC:6.3.4.4;"IMP [CPD:C00130];"
EC:6.3.4.4;L-aspartate [CPD:C00049]
"GDP [CPD:C00035];";EC:6.3.4.4
"phosphate [CPD:C00009];";EC:6.3.4.4
N6-(1,2-dicarboxyethyl)-AMP [CPD:C03794];EC:6.3.4.4
EC:1.1.1.205;"IMP [CPD:C00130];"
EC:1.1.1.205;"NAD+ [CPD:C00003];"
EC:1.1.1.205;H2O [CPD:C00001]
"XMP [CPD:C00655];";EC:1.1.1.205
"NADH [CPD:C00004];";EC:1.1.1.205
H+ [CPD:C00080];EC:1.1.1.205
EC:2.4.2.8;"IMP [CPD:C00130];"
EC:2.4.2.8;diphosphate [CPD:C00013]
"hypoxanthine [CPD:C00262];";EC:2.4.2.8
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.8
EC:3.1.3.5 3.6.1.45;"5'-ribonucleotide [CPD:C02520];"
EC:3.1.3.5 3.6.1.45;H2O [CPD:C00001]
"ribonucleoside [CPD:C00911];";EC:3.1.3.5 3.6.1.45
phosphate [CPD:C00009];EC:3.1.3.5 3.6.1.45
EC:2.7.1.73;"ATP [CPD:C00002];"
EC:2.7.1.73;inosine [CPD:C00294]
"ADP [CPD:C00008];";EC:2.7.1.73
IMP [CPD:C00130];EC:2.7.1.73
EC:3.1.4.16 3.1.3.6;"nucleoside 2',3'-cyclic phosphate [CPD:C01240];"
EC:3.1.4.16 3.1.3.6;H2O [CPD:C00001]
nucleoside 3'-phosphate [CPD:C03419];EC:3.1.4.16 3.1.3.6
EC:3.5.4.4;"adenosine [CPD:C00212];"
EC:3.5.4.4;H2O [CPD:C00001]
"inosine [CPD:C00294];";EC:3.5.4.4
NH3 [CPD:C00014];EC:3.5.4.4
EC:3.2.2.8;"pyrimidine nucleoside [CPD:C03169];"
EC:3.2.2.8;H2O [CPD:C00001]
"D-ribose [CPD:C00121];";EC:3.2.2.8
pyrimidine base [CPD:C00396];EC:3.2.2.8
EC:2.4.2.1 2.4.2.2;"purine ribonucleoside [CPD:C15586];"
EC:2.4.2.1 2.4.2.2;"phosphate [CPD:C00009];"
EC:2.4.2.1 2.4.2.2;purine 2'-deoxyribonucleoside [CPD:C20463]
"purine [CPD:C15587];";EC:2.4.2.1 2.4.2.2
"alpha-D-ribose 1-phosphate [CPD:C00620];";EC:2.4.2.1 2.4.2.2
2-deoxy-alpha-D-ribose 1-phosphate [CPD:C00672];EC:2.4.2.1 2.4.2.2
EC:1.17.1.4;"xanthine [CPD:C00385];"
EC:1.17.1.4;"NAD+ [CPD:C00003];"
EC:1.17.1.4;H2O [CPD:C00001]
"urate [CPD:C00366];";EC:1.17.1.4
"NADH [CPD:C00004];";EC:1.17.1.4
H+ [CPD:C00080];EC:1.17.1.4
EC:3.5.4.2;"adenine [CPD:C00147];"
EC:3.5.4.2;H2O [CPD:C00001]
"hypoxanthine [CPD:C00262];";EC:3.5.4.2
NH3 [CPD:C00014];EC:3.5.4.2
EC:2.4.2.1;"purine ribonucleoside [CPD:C15586];"
EC:2.4.2.1;"phosphate [CPD:C00009];"
EC:2.4.2.1;purine 2'-deoxyribonucleoside [CPD:C20463]
"purine [CPD:C15587];";EC:2.4.2.1
"alpha-D-ribose 1-phosphate [CPD:C00620];";EC:2.4.2.1
2-deoxy-alpha-D-ribose 1-phosphate [CPD:C00672];EC:2.4.2.1
EC:2.7.4.3;"ATP [CPD:C00002];"
EC:2.7.4.3;AMP [CPD:C00020]
ADP [CPD:C00008];EC:2.7.4.3
EC:3.2.2.4;"AMP [CPD:C00020];"
EC:3.2.2.4;H2O [CPD:C00001]
"D-ribose 5-phosphate [CPD:C00117];";EC:3.2.2.4
adenine [CPD:C00147];EC:3.2.2.4
EC:1.17.4.1;"2'-deoxyribonucleoside 5'-diphosphate [CPD:C04232];"
EC:1.17.4.1;"thioredoxin disulfide [CPD:C00343];"
EC:1.17.4.1;H2O [CPD:C00001]
"ribonucleoside 5'-diphosphate [CPD:C03723];";EC:1.17.4.1
thioredoxin [CPD:C00342];EC:1.17.4.1
EC:2.7.4.6;"ATP [CPD:C00002];"
EC:2.7.4.6;nucleoside diphosphate [CPD:C00454]
"ADP [CPD:C00008];";EC:2.7.4.6
nucleoside triphosphate [CPD:C00201];EC:2.7.4.6
EC:4.6.1.1;ATP [CPD:C00002]
"3',5'-cyclic AMP [CPD:C00575];";EC:4.6.1.1
diphosphate [CPD:C00013];EC:4.6.1.1
EC:4.3.2.3;(S)-ureidoglycolate [CPD:C00603]
"glyoxylate [CPD:C00048];";EC:4.3.2.3
urea [CPD:C00086];EC:4.3.2.3
EC:3.5.3.26;"(S)-2-ureidoglycine;"
EC:3.5.3.26;H2O [CPD:C00001]
"(S)-ureidoglycolate [CPD:C00603];";EC:3.5.3.26
NH3 [CPD:C00014];EC:3.5.3.26
EC:3.5.3.9;"allantoate [CPD:C00499];"
EC:3.5.3.9;H2O [CPD:C00001]
"(S)-ureidoglycine [CPD:C02091];";EC:3.5.3.9
"NH3 [CPD:C00014];";EC:3.5.3.9
CO2 [CPD:C00011];EC:3.5.3.9
EC:3.5.2.5;"(S)-allantoin [CPD:C02350];"
EC:3.5.2.5;H2O [CPD:C00001]
allantoate [CPD:C00499];EC:3.5.2.5
EC:1.7.1.7;"IMP [CPD:C00130];"
EC:1.7.1.7;"NH3 [CPD:C00014];"
EC:1.7.1.7;NADP+ [CPD:C00006]
"GMP [CPD:C00144];";EC:1.7.1.7
"NADPH [CPD:C00005];";EC:1.7.1.7
H+ [CPD:C00080];EC:1.7.1.7
EC:6.3.5.2;"ATP [CPD:C00002];"
EC:6.3.5.2;"XMP [CPD:C00655];"
EC:6.3.5.2;"L-glutamine [CPD:C00064];"
EC:6.3.5.2;"H2O [CPD:C00001];"
EC:6.3.5.2;NH3 [CPD:C00014]
"AMP [CPD:C00020];";EC:6.3.5.2
"diphosphate [CPD:C00013];";EC:6.3.5.2
"GMP [CPD:C00144];";EC:6.3.5.2
"L-glutamate [CPD:C00025];";EC:6.3.5.2
NH3 [CPD:C00014];EC:6.3.5.2
EC:2.4.2.22;"XMP [CPD:C00655];"
EC:2.4.2.22;diphosphate [CPD:C00013]
"5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];";EC:2.4.2.22
xanthine [CPD:C00385];EC:2.4.2.22
EC:3.5.4.3;"guanine [CPD:C00242];"
EC:3.5.4.3;H2O [CPD:C00001]
"xanthine [CPD:C00385];";EC:3.5.4.3
NH3 [CPD:C00014];EC:3.5.4.3
EC:2.7.4.8;"ATP [CPD:C00002];"
EC:2.7.4.8;GMP [CPD:C00144]
"ADP [CPD:C00008];";EC:2.7.4.8
GDP [CPD:C00035];EC:2.7.4.8
EC:3.1.5.1;"dGTP [CPD:C00286];"
EC:3.1.5.1;H2O [CPD:C00001]
"deoxyguanosine [CPD:C00330];";EC:3.1.5.1
triphosphate [CPD:C00536];EC:3.1.5.1
EC:2.7.6.5;"ATP [CPD:C00002];"
EC:2.7.6.5;GTP [CPD:C00044]
"AMP [CPD:C00020];";EC:2.7.6.5
guanosine 3'-diphosphate 5'-triphosphate [CPD:C04494];EC:2.7.6.5
EC:3.6.1.11 3.6.1.40;"(polyphosphate)n [CPD:C00404];"
EC:3.6.1.11 3.6.1.40;H2O [CPD:C00001]
"(polyphosphate)n-1 [CPD:C00404];";EC:3.6.1.11 3.6.1.40
phosphate [CPD:C00009];EC:3.6.1.11 3.6.1.40
EC:2.7.6.5 3.1.7.2;"ATP [CPD:C00002];"
EC:2.7.6.5 3.1.7.2;GTP [CPD:C00044]
"AMP [CPD:C00020];";EC:2.7.6.5 3.1.7.2
guanosine 3'-diphosphate 5'-triphosphate [CPD:C04494];EC:2.7.6.5 3.1.7.2
EC:6.3.4.18;"ATP [CPD:C00002];"
EC:6.3.4.18;"5-amino-1-(5-phospho-D-ribosyl)imidazole [CPD:C03373];"
EC:6.3.4.18;HCO3- [CPD:C00288]
"ADP [CPD:C00008];";EC:6.3.4.18
"phosphate [CPD:C00009];";EC:6.3.4.18
5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole [CPD:C15667];EC:6.3.4.18
EC:5.4.99.18;5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole [CPD:C15667]
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate [CPD:C04751];EC:5.4.99.18
EC:3.1.4.53;"adenosine 3',5'-cyclic phosphate [CPD:C00575];"
EC:3.1.4.53;H2O [CPD:C00001]
AMP [CPD:C00020];EC:3.1.4.53
EC:1.1.1.350;"(S)-ureidoglycolate [CPD:C00603];"
EC:1.1.1.350;NAD+ [CPD:C00003]
"N-carbamoyl-2-oxoglycine [CPD:C00802];";EC:1.1.1.350
"NADH [CPD:C00004];";EC:1.1.1.350
H+ [CPD:C00080];EC:1.1.1.350
EC:3.6.1.66;"XTP [CPD:C00700];"
EC:3.6.1.66;"H2O [CPD:C00001];"
EC:3.6.1.66;"dITP [CPD:C01345];"
EC:3.6.1.66;ITP [CPD:C00081]
"XMP [CPD:C00655];";EC:3.6.1.66
"diphosphate [CPD:C00013];";EC:3.6.1.66
"dIMP [CPD:C06196];";EC:3.6.1.66
IMP [CPD:C00130];EC:3.6.1.66
EC:3.6.1.9;"nucleoside triphosphate [CPD:C00201];"
EC:3.6.1.9;H2O [CPD:C00001]
"nucleotide [CPD:C00215];";EC:3.6.1.9
diphosphate [CPD:C00013];EC:3.6.1.9
EC:1.1.98.6;"ribonucleoside 5'-triphosphate [CPD:C03802];"
EC:1.1.98.6;formate [CPD:C00058]
"2'-deoxyribonucleoside 5'-triphosphate [CPD:C00677];";EC:1.1.98.6
"CO2 [CPD:C00011];";EC:1.1.98.6
H2O [CPD:C00001];EC:1.1.98.6
EC:6.3.5.5;"ATP [CPD:C00002];"
EC:6.3.5.5;"L-glutamine [CPD:C00064];"
EC:6.3.5.5;"hydrogencarbonate [CPD:C00288];"
EC:6.3.5.5;"H2O [CPD:C00001];"
EC:6.3.5.5;"NH3 [CPD:C00014];"
EC:6.3.5.5;"carboxyphosphate [CPD:C20969];"
EC:6.3.5.5;carbamate [CPD:C01563]
"ADP [CPD:C00008];";EC:6.3.5.5
"phosphate [CPD:C00009];";EC:6.3.5.5
"L-glutamate [CPD:C00025];";EC:6.3.5.5
"carbamoyl phosphate [CPD:C00169];";EC:6.3.5.5
"NH3 [CPD:C00014];";EC:6.3.5.5
"carboxyphosphate [CPD:C20969];";EC:6.3.5.5
carbamate [CPD:C01563];EC:6.3.5.5
EC:3.5.2.3;"(S)-dihydroorotate [CPD:C00337];"
EC:3.5.2.3;H2O [CPD:C00001]
N-carbamoyl-L-aspartate [CPD:C00438];EC:3.5.2.3
EC:1.3.5.2;"(S)-dihydroorotate [CPD:C00337];"
EC:1.3.5.2;quinone [CPD:C15602]
"orotate [CPD:C00295];";EC:1.3.5.2
quinol [CPD:C15603];EC:1.3.5.2
EC:2.4.2.10;"orotidine 5'-phosphate [CPD:C01103];"
EC:2.4.2.10;diphosphate [CPD:C00013]
